Report Type	Class	Year	Season	Month	State	County	Nearest Town	Time And Conditions	Date	National Park Visitation Count	Witness Count	Multiple Witnesses	BigFoot Hotspot	Forest cover rate	Number of lakes	Total Disasters	City/Suburb/Town/Rural	Unemployment_rate	Civilian labor force
Report	Class B	2010	Fall	September	Washington	Lewis	Morton	Night. It went between well lighted and very dark areas. It was a very clear night.	24	7275528	5.0	True	TRUE	40.7%	5001-10000	0.0	Suburb	11.9	33,162
Report	Class A	2001	Fall	February	Washington	Lewis	Morton	Early evening just as the light was begining to fade. 6:40. Light rain, over cast.	16	7275528	3.0	True	TRUE	40.7%	5001-10000	0.0	Suburb	8.6	29,426
Report	Class A	2001	Spring	February	Washington	Lewis	Morton	Clear cold Saturday night at about 10:30 P.M. The moon was 3/4 to full. Beautiful frosty night. Just guessing on the date of April and the 15th. But might be able pin point if looking at an old calandar.	16	7275528	2.0	False	TRUE	40.7%	5001-10000	0.0	Suburb	8.6	29,426
Report	Class B	2008	Fall	September	Washington	Lewis	Randle	During the afternoon.  Weather was mild, cool and skies somewhat overcast.	10	7781362	2.0	False	TRUE	40.7%	5001-10000	3.0	Suburb	8.5	31,475
Report	Class B	2014	Fall	January	Washington	Lewis	Packwood  /  Randle	Evening	15	7781362	1.0	False	TRUE	40.7%	5001-10000	1.0	Suburb	8.8	30,479
Report	Class A	2001	Summer	February	Washington	Lewis	Morton	It had been a clear day. It was begining to get dark when they saw it.	17	6880358	2.0	False	TRUE	40.7%	5001-10000	0.0	Suburb	8.6	29,426
Report	Class A	2002	Summer	May	Washington	Lewis	Mineral	Most likely around 10pm.  Lighting was extrodinarily bright moonlight, starlight, and a barn light.	24		2.0	False	TRUE	40.7%	5001-10000	0.0	Suburb	9.1	29,721
Report	Class B	2001	Fall	November	Washington	Lewis	MORTON	It was about 10:00 am. It was raining a little. A little cool no wind. It was very light that day.	18	6754320	2.0	False	TRUE	40.7%	5001-10000	0.0	Suburb	8.6	29,426
Report	Class B	2000	Fall	November	Washington	Lewis	Elbe	10:00am good light, colder and rainy with about 20 mph winds. The weather was wet and steady rain with temps in the mid 40's.	2	6754320	2.0	False	TRUE	40.7%	5001-10000	1.0	Suburb	7.9	30,235
Report	Class B	2005	Spring	October	Washington	Lewis	cougar	mid morning	14	5728594	5.0	True	TRUE	40.7%	5001-10000	1.0	Suburb	8.2	30,573
Report	Class B	1997	Unknown	August	Washington	Lewis	Packwood		6	5341693	0.0	False	TRUE	40.7%	5001-10000	1.0			
Report	Class B	2010	Summer	June	Washington	Lewis	Winlock	It was 5pm- It was sunny and dry, the dust rose as I walked,also it was broad daylight.	18	5341693	7.0	True	TRUE	40.7%	5001-10000	0.0	Suburb	11.9	33,162
Report	Class A	2011	Summer	March	Washington	Lewis	Chehalis	Both times around 9 pm Ist encounter he was lit by the light from the living room and the second time the outdoor light.	31		3.0	True	TRUE	40.7%	5001-10000	0.0	Suburb	11.5	32,103
Report	Class A	2002	Fall	December	Washington	Lewis	Packwood	1-2 am in the morning,  It was a clear night, no rain as I recall, and no snow yet in the mountains	10		1.0	False	TRUE	40.7%	5001-10000	0.0	Suburb	9.1	29,721
Report	Class A	2002	Fall	December	Washington	Lewis	Packwood	1-2 am in the morning,  It was a clear night, no rain as I recall, and no snow yet in the mountains	10		1.0	False	TRUE	40.7%	5001-10000	0.0	Suburb	9.1	29,721
Report	Class B	1996	Fall	December	Washington	Lewis	Winlock		1		2.0	False	TRUE	40.7%	5001-10000	1.0			
Report	Class B	1996	Fall	December	Washington	Lewis	Winlock		1		2.0	False	TRUE	40.7%	5001-10000	1.0			
Report	Class B	2002	Summer	November	Washington	Lincoln	Grand Coulee, WA	Early afternoon	6	7665032	0.0	False	FALSE	40.7%	5001-10000	0.0	Rural	6.8	4,633
Report	Class B	2017	Summer	August	Washington	Mason	Liliwaup	3:00AM with no light except night sky. No breeze or external sounds except ambient creek sound.	28	8431926	2.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	6.5	23,782
Report	Class B	2014	Winter	January	Washington	Mason	Shelton	5:30 pm weather clear and warm.  After sunset. Light of a burnpile fire and security light.	17	7652073	1.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	8.1	23,090
Report	Class B	2010	Fall	November	Washington	Mason	Hoodsport	Late morning. Cool, overcast, drizzle, heavy mist with low visibility.	8	7281785	4.0	True	FALSE	40.7%	5001-10000	0.0	Suburb	10.8	24,392
Report	Class B	2010	Summer	November	Washington	Mason	Hoodsport WA	Approximately 1 a.m. The lighting was virtually complete darkness, perhaps some starlight. The air was warm and still.	8	7140553	0.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	10.8	24,392
Report	Class B	2010	Summer	September	Washington	Mason	Hoodsport, WA	Night time: 1-1:30 AM it was about 53-56 deg. F, Moon was a waning crescent moon. It was clear and we could see the stars.	7	7281785	2.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	10.8	24,392
Report	Class B	2008	Spring	March	Washington	Mason	Shelton	9:30 PM (the week after spring forward.)	26	7140553	2.0	False	FALSE	40.7%	5001-10000	3.0	Suburb	7.3	25,494
Report	Class A	2008	Fall	February	Washington	Mason	[Editor note: East side of the Olympic Mts. on private land south of Union]	About 10am.  The weather was a misty / drizzly morning.	13	6891951	2.0	False	FALSE	40.7%	5001-10000	3.0	Suburb	7.3	25,494
Report	Class B	2006	Fall	October	Washington	Mason	Hoodsport	It was about an hour from dusk and still light enough to see everything quite well. It was a sunny, windless day. Around 76 degrees.	3	6518791	2.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	6.3	24,665
Report	Class B	2006	Fall	October	Washington	Mason	Hoodsport	The time was 3:15pm.	29	6518791	2.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	6.3	24,665
Report	Class A	2005	Fall	September	Washington	Mason	Shelton, Hartstene Island Specifically	Breif sighting: Around 9 to 10pm	30	7091427	1.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	6.9	23,974
Report	Class B	2003	Fall	December	Washington	Mason	Shelton	1:00pm 1984	17		3.0	True	FALSE	40.7%	5001-10000	2.0	Suburb	8.6	22,754
Report	Class B	2004	Summer	March	Washington	Mason	Shelton	I found the tracks sometime in the morning and it was an overcast day. It had rained the night before.	7	7123463	1.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	7.7	23,542
Report	Class B	2004	Fall	November	Washington	Mason	Matlock	Afternoon, snow on the ground	24	7665032	1.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	7.7	23,542
Report	Class A	2014	Spring	June	Washington	Mason	Union	sunny nice day 12 to 1-o;clock noonish	15	7665032	0.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	8.1	23,090
Report	Class B	2001	Summer	July	Washington	Mason	Shelton, WA	approx 2:40 am the first round of calls.  A 2nd solitary call occured at approx. 3:30 am.	5	7217400	1.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	7.7	20,893
Report	Class B	1996	Spring	November	Washington	Mason	Potlach	2:00 pm... The weather was sunny, it had rained that morning, the ground was sort of muddy, however there was a high degree of definition.	19	6880358	1.0	False	FALSE	40.7%	5001-10000	1.0			
Report	Class A	1998	Fall	December	Washington	Mason	Shelton		2	6436086	1.0	False	FALSE	40.7%	5001-10000	0.0			
Report	Class B	2000	Summer	September	Washington	Mason	Hoodsport	We found the prints late afternoon near the end of a long dry summer.	11	6847225	2.0	False	FALSE	40.7%	5001-10000	1.0	Suburb	6.8	21,270
Report	Class A	2003	Summer	October	Washington	Mason	Hoodsport	About noon	20	6847225	2.0	False	FALSE	40.7%	5001-10000	2.0	Suburb	8.6	22,754
Report	Class B	2004	Winter	August	Washington	Mason	shelton	late around 230 AM, dont remember the exact weather, it was not raining, may have been overcast, we had a yard light on, otherwise it was total darkness	17	5704946	1.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	7.7	23,542
Report	Class B	2003	Summer	November	Washington	Mason	Bremerton	The incident occurred in the afternoon around 4 or 5 pm.	23		1.0	False	FALSE	40.7%	5001-10000	2.0	Suburb	8.6	22,754
Report	Class A	2001	Summer	January	Washington	Mason	Shelton	7P.M. bright and sunny just after a hard rain earlier that afternoon.	26		2.0	False	FALSE	40.7%	5001-10000	0.0	Suburb	7.7	20,893
Report	Class B	2015	Summer	August	Washington	Okanogan	Mazama	Tree knock fairly close to ten P.M. It was a clear night out and it was completely dark. My dad and I carried low level flashlights.	12	7674514	2.0	False	FALSE	40.7%	5001-10000	2.0	Town	6.7	21,230
Report	Class B	2015	Spring	May	Washington	Okanogan	Tonasket	First night 9:45ish dark out but it was a sunny warm day .. Second night 10:00 ish and dark we just had a thunder and lightning storm earlier.	25	7674514	7.0	True	FALSE	40.7%	5001-10000	2.0	Town	6.7	21,230
Report	Class B	2014	Fall	October	Washington	Okanogan	Malott	Left my car about 0700 returned about 0815, spotted tracks about 0820	21	7652073	0.0	False	FALSE	40.7%	5001-10000	1.0	Town	6.9	21,276
Report	Class B	2013	Spring	February	Washington	Okanogan	Conconully		10	7529549	1.0	False	FALSE	40.7%	5001-10000	1.0	Town	8.4	20,976
Report	Class B	2014	Fall	December	Washington	Okanogan	Twisp	10 at night. Dark.  Stars and firelight. Clear night. Cold.	30	7419258	3.0	True	FALSE	40.7%	5001-10000	1.0	Town	6.9	21,276
Report	Class B	2011	Summer	August	Washington	Okanogan	Conconully	8/17/11 about 4:30 or 5 P.M. mid 70's sunny light winds.	22	7419258	5.0	True	FALSE	40.7%	5001-10000	0.0	Town	9.2	21,111
Report	Class A	2015	Summer	February	Washington	Okanogan	Conconully	10:00am, beautiful day, sunny, blue sky. Good visibility	3	7140553	2.0	False	FALSE	40.7%	5001-10000	2.0	Town	6.7	21,230
Report	Class A	2006	Spring	December	Washington	Okanogan	Loomis	around noon, blue sky pleanty of sunshine	16	6880358	2.0	False	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class B	2006	Fall	November	Washington	Okanogan	nighthawk	several hours after sunset	5	6518791	0.0	False	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class B	2006	Fall	October	Washington	Okanogan	Okanogan	1900 or 7pm very dark twighlight after sunset.	22	6518791	1.0	False	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class B	2006	Fall	October	Washington	Okanogan	Tonasket	Morning, overcast.	8	6518791	0.0	False	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class A	2006	Summer	July	Washington	Okanogan	Omak	it was just as the sun was going down.	8	6518791	2.0	False	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class B	2006	Fall	November	Washington	Okanogan	Winthrop	At about 2:00 in the afternoon.  Raining	14	6518791	3.0	True	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class B	2007	Summer	February	Washington	Okanogan	Nespelem	Evening Clear and warm	9	6518791	15.0	True	FALSE	40.7%	5001-10000	1.0	Town	6.9	20,606
Report	Class B	2006	Fall	January	Washington	Okanogan	Winthrop	About 3:00 P.M. on the 17th and about 7:00 A.M. on the 18th	6	7091427	2.0	False	FALSE	40.7%	5001-10000	1.0	Town	7.1	20,669
Report	Class B	2004	Summer	September	Washington	Okanogan	Twisp	From dusk to nearly dawn	27	6277427	0.0	False	FALSE	40.7%	5001-10000	0.0	Town	8.2	20,244
Report	Class A	2003	Winter	December	Washington	Okanogan	molson	Everything took place through out the day. Very cold. Typical winter day.	20	6436086	2.0	False	FALSE	40.7%	5001-10000	2.0	Town	9.4	19,846
Report	Class B	2002	Fall	January	Washington	Okanogan	Chesaw, WA	Late morning, bright sunny	9	7217400	2.0	False	FALSE	40.7%	5001-10000	0.0	Town	9.9	18,786
Report	Class B	2000	Fall	October	Washington	Okanogan	Mazama, WA	Middle of the night, clear and cold.	9	7275528	2.0	False	FALSE	40.7%	5001-10000	1.0	Town	8.8	20,881
Report	Class B	2000	Winter	January	Washington	Okanogan	Winthrop	Early morning.	21	7769116	1.0	False	FALSE	40.7%	5001-10000	1.0	Town	8.8	20,881
Report	Class A	2001	Spring	May	Washington	Okanogan	Loomis, Wa	Around 6:00 PM, clear day	28	6880358	2.0	False	FALSE	40.7%	5001-10000	0.0	Town	10.0	19,204
Report	Class B	2003	Summer	August	Washington	Okanogan	Oroville		6	7423179	0.0	False	FALSE	40.7%	5001-10000	2.0	Town	9.4	19,846
Report	Class A	2001	Winter	March	Washington	Okanogan	Twisp	Nighttime temp averaged in the minus single digits, F. Clear, brisk, 2 feet of snow on the ground. Roads hard compact snow and ice.	7		2.0	False	FALSE	40.7%	5001-10000	0.0	Town	10.0	19,204
Report	Class B	2016	Fall	January	Washington	Okanogan	Omak	see what I wrote	6		0.0	False	FALSE	40.7%	5001-10000	1.0	Town	6.5	21,415
Report	Class B	2012	Fall	February	Washington	Okanogan	Winthrop 40 miles south	warm clear around 2pm, dry, alone for 2hrs hiking out! startled and curious.  knowing full well nothing I had ever heard in the woods or forests prior.	25		0.0	False	FALSE	40.7%	5001-10000	1.0	Town	8.7	21,045
Report	Class A	2011	Spring	June	Washington	Pacific	Klipsan Beach	All year evening to early morning.	23	7419258	0.0	False	FALSE	40.7%	5001-10000	0.0	Rural	12.1	8,103
Report	Class A	2008	Spring	September	Washington	Pacific	nasselle	7:30pm sun starting to go down	17	7140553	0.0	False	FALSE	40.7%	5001-10000	3.0	Rural	7.9	9,203
Report	Class B	2011	Spring	June	Washington	Pacific	Raymond, WA	around 11 to 11:30 am. It was raining (steady but not hard)a little windy. It's a pretty forested area running along 2 rivers. Fall River and Boss Creek	28	7217400	1.0	False	FALSE	40.7%	5001-10000	0.0	Rural	12.1	8,103
Report	Class A	2001	Fall	January	Washington	Pacific	Raymond, Wa.	About 9am, and the weather was clear.	4	6880358	1.0	False	FALSE	40.7%	5001-10000	0.0	Rural	8.4	8,662
Report	Class B	2008	Winter	March	Washington	Pacific	Deep River and Naselle	it happened at night, it was snowy conditions, on an old logging road; called the Deep River Mainline.	3	6847225	4.0	True	FALSE	40.7%	5001-10000	3.0	Rural	7.9	9,203
Report	Class B	2009	Summer	August	Washington	Pacific	IIwaco,Wa.	Pitch black. Around 3:am.	17	5538214	2.0	False	FALSE	40.7%	5001-10000	1.0	Rural	11.9	9,073
Report	Class B	2021	Summer	March	Washington	Pend Oreille	Metaline Falls, WA	Midnight. Very warm day, cooler at night, not a breeze.	16	7305725	3.0	True	FALSE	40.7%	5001-10000	3.0			
Report	Class B	2019	Winter	April	Washington	Pend Oreille	Ione, WA	Snowing, cold, overcast...probably early afternoon	29	8346141	2.0	False	FALSE	40.7%	5001-10000	0.0	City	7.9	5,030
Report	Class B	2017	Fall	October	Washington	Pend Oreille	Coolin Idaho, near Priest Lake	Things happened during the day in camp  when we were gone hunting & then ramped up at night when we were in the tent.	22	8431926	2.0	False	FALSE	40.7%	5001-10000	1.0	City	7.3	4,729
Report	Class A	2017	Spring	October	Washington	Pend Oreille		mid day/ early morning	13	8431926	3.0	True	FALSE	40.7%	5001-10000	1.0	City	7.3	4,729
Report	Class B	2006	Summer	January	Washington	Pend Oreille	Metaline Falls	Night (early morning) bright moon, dry, warm.	8	7091427	1.0	False	FALSE	40.7%	5001-10000	1.0	City	8.0	5,118
Report	Class B	2005	Spring	April	Washington	Pend Oreille	Metaline Falls	night, very dark night	6	7665032	0.0	False	FALSE	40.7%	5001-10000	1.0	City	8.6	5,058
Report	Class A	2003	Summer	May	Washington	Pend Oreille	Ione	When I spotted him(?) it was around 4:30-5:00 pm. It was a very bright, sunny day. Very good kayaking weather (no wind!).	9	7665032	1.0	False	FALSE	40.7%	5001-10000	2.0	City	10.4	4,824
Report	Class A	1999	Fall	January	Washington	Pend Oreille	Ione		2	7781362	1.0	False	FALSE	40.7%	5001-10000	0.0			
Report	Class A	1998	Fall	July	Washington	Pend Oreille	Ione		29	6880358	1.0	False	FALSE	40.7%	5001-10000	0.0			
Report	Class B	1996	Summer	August	Washington	Pend Oreille	Ione		26	6880358	2.0	False	FALSE	40.7%	5001-10000	1.0			
Report	Class A	1997	Spring	April	Washington	Pend Oreille	Ione		13	7256946	0.0	False	FALSE	40.7%	5001-10000	1.0			
Report	Class B	2020	Summer	January	Washington	Pierce	Greenwater	About 11:30 p.m.	6	8508019	0.0	False	TRUE	40.7%	5001-10000	2.0	City	9.6	450,196
Report	Class B	2018	Fall	September	Washington	Pierce	Longbranch	about 2:00 am	30	8346141	11.0	True	TRUE	40.7%	5001-10000	1.0	City	5.1	425,974
Report	Class B	2018	Fall	October	Washington	Pierce	Steilacoom/Dupont	3:30 AM. Cool, clear weather. Outdoor lighting in yard surrounded by darkness/wooded area.	11	8346141	2.0	False	TRUE	40.7%	5001-10000	1.0	City	5.1	425,974
Report	Class B	2017	Fall	January	Washington	Pierce	Buckley	early morning just about sunrise. The weather was clear and cold.	1	7652073	3.0	True	TRUE	40.7%	5001-10000	1.0	City	5.3	415,999
Report	Class A	2016	Spring	June	Washington	Pierce	Spanaway,Wa.	At 5:15am.Just after sunrise.Clear sky, a beautiful morning.	5		2.0	False	TRUE	40.7%	5001-10000	1.0	City	5.9	404,970
Report	Class B	2016	Spring	March	Washington	Pierce	Bonney Lake	Early mornings and late evenings	20	8508019	0.0	False	TRUE	40.7%	5001-10000	1.0	City	5.9	404,970
Report	Class A	2015	Fall	November	Washington	Pierce	Key Center	Night, there are no street lights, however, vehicle brights were on and the creature was a light color	12	7674514	0.0	False	TRUE	40.7%	5001-10000	2.0	City	6.2	392,279
Report	Class B	2015	Fall	September	Washington	Pierce	Eatonville	8:15pm. It was dark, chilly, and clear.	27	7652073	0.0	False	TRUE	40.7%	5001-10000	2.0	City	6.2	392,279
Report	Class B	2014	Fall	November	Washington	Pierce	Spanaway	2am	11	7652073	0.0	False	TRUE	40.7%	5001-10000	1.0	City	6.8	384,834
Report	Class B	2014	Fall	October	Washington	Pierce	Wilkeson	3:00 PM	16	7652073	1.0	False	TRUE	40.7%	5001-10000	1.0	City	6.8	384,834
Report	Class A	2014	Winter	March	Washington	Pierce	a few miles away, Ashford	4:00 PM	2	7652073	7.0	True	TRUE	40.7%	5001-10000	1.0	City	6.8	384,834
Report	Class B	2012	Fall	December	Washington	Pierce	Orting	Always between about 1:45 and 3:30 a.m.	21	7529549	2.0	False	TRUE	40.7%	5001-10000	1.0	City	8.5	385,098
Report	Class A	2013	Fall	October	Washington	Pierce	Spanaway	6 pm just before dusk	30	7529549	1.0	False	TRUE	40.7%	5001-10000	1.0	City	8.1	383,769
Report	Class B	2012	Fall	October	Washington	Pierce	Greenwater WA	It was night and there was a half full moon but it was still really to dark in our camp.	7	7529549	1.0	False	TRUE	40.7%	5001-10000	1.0	City	8.5	385,098
Report	Class A	2012	Fall	September	Washington	Pierce	Spanaway		13	7529549	0.0	False	TRUE	40.7%	5001-10000	1.0	City	8.5	385,098
Report	Class B	2015	Summer	November	Washington	Pierce	DuPont	very early morning around 3am	8	7529549	2.0	False	TRUE	40.7%	5001-10000	2.0	City	6.2	392,279
Report	Class B	2012	Spring	August	Washington	Pierce	Ashford, WA	See report.  In all incidents the weather was clear and calm.	22	7529549	6.0	True	TRUE	40.7%	5001-10000	1.0	City	8.5	385,098
Report	Class B	2011	Summer	October	Washington	Pierce	Buckley	Incident Occured between 11pm-4am. Cloudy skys, lite rainfall. Very Dark.	12	7419258	3.0	True	TRUE	40.7%	5001-10000	0.0	City	9.1	382,903
Report	Class B	2011	Spring	May	Washington	Pierce	Joint Base Lewis McCord	2230. Clear weather. Very Dark.	29	7419258	0.0	False	TRUE	40.7%	5001-10000	0.0	City	9.1	382,903
Report	Class B	2010	Summer	June	Washington	Pierce	Ashford	this occurred exactly 3:10pm and lasted till 3:31 pm weather was partly cloudy. very clear	25	7281785	2.0	False	TRUE	40.7%	5001-10000	0.0	City	9.5	387,830
Report	Class A	2010	Spring	May	Washington	Pierce	Eatonville	noonish/breezy and misty	28	7281785	3.0	True	TRUE	40.7%	5001-10000	0.0	City	9.5	387,830
Report	Class B	2011	Winter	January	Washington	Pierce	Eatonville	3:30 AM to 4:00 AM  It was dark.	12	7281785	1.0	False	TRUE	40.7%	5001-10000	0.0	City	9.1	382,903
Report	Class B	2009	Fall	October	Washington	Pierce	Elbe	night, sunset	3	7559552	1.0	False	TRUE	40.7%	5001-10000	1.0	City	9.0	388,901
Report	Class B	2009	Fall	October	Washington	Pierce	Elbe	6:30am. It was very foggy, cold and damp. Dew on ground and trees. Low visibility due to fog.	16	7140553	1.0	False	TRUE	40.7%	5001-10000	1.0	City	9.0	388,901
Report	Class B	2008	Fall	September	Washington	Pierce	Eatonville	Between 2:30 am and 4 am.	30	7140553	2.0	False	TRUE	40.7%	5001-10000	3.0	City	5.9	394,313
Report	Class B	2008	Summer	October	Washington	Pierce	Greenwater	Approximately 2 am.  Clear, close to full moon.	11	7140553	0.0	False	TRUE	40.7%	5001-10000	3.0	City	5.9	394,313
Report	Class B	2008	Summer	August	Washington	Pierce	Carbonado (edited by investigator)	3am, decent fire light in camp, wheather was clear, dark in the thick brush	26	7140553	2.0	False	TRUE	40.7%	5001-10000	3.0	City	5.9	394,313
Report	Class A	2011	Spring	February	Washington	Pierce	Greenwater	dusk and night time. Medium fog cover in the quarry and light rain later in the night.	23	7140553	2.0	False	TRUE	40.7%	5001-10000	0.0	City	9.1	382,903
Report	Class B	2007	Summer	August	Washington	Pierce	Ashford	About 4:00pm-4:30pm. It was a beautiful sunny day with some wind.	1	6891951	4.0	True	TRUE	40.7%	5001-10000	1.0	City	5.2	386,920
Report	Class A	2006	Summer	September	Washington	Pierce	The west side of Mount Rainier.	7:50A.M.	3	6518791	1.0	False	TRUE	40.7%	5001-10000	1.0	City	5.5	373,953
Report	Class B	2012	Fall	January	Washington	Pierce	greenwater Wa.	daytime, overcast to partly sunny and very cold	23	7091427	2.0	False	TRUE	40.7%	5001-10000	1.0	City	8.5	385,098
Report	Class B	2005	Spring	September	Washington	Pierce	Between Ashford and Packwood off Skate Creek Rd. (this was a dirt road off of skate creek rd but the sign on this dirt rd also said skate creek rd.	mostly sunny day in the mid after noon.	26	7091427	3.0	True	TRUE	40.7%	5001-10000	1.0	City	6.2	368,325
Report	Class B	2004	Fall	August	Washington	Pierce		2:00 am in the morning.	26	7665032	3.0	True	TRUE	40.7%	5001-10000	0.0	City	7.3	359,400
Report	Class B	2003	Fall	October	Washington	Pierce	Enumclaw	0030 hrs Totally dark(no moon) No precipitation with light cloud cover	2	7123463	0.0	False	TRUE	40.7%	5001-10000	2.0	City	8.2	350,401
Report	Class B	2004	Spring	October	Washington	Pierce	Enumclaw	After night fall. Snowing but not cold enough to stick.	5	7123463	1.0	False	TRUE	40.7%	5001-10000	0.0	City	7.3	359,400
Report	Class A	2002	Fall	November	Washington	Pierce	Greenwater	8:30-8:45 AM Overcast, dreary, almost snow	18	7665032	0.0	False	TRUE	40.7%	5001-10000	0.0	City	7.9	346,286
Report	Class B	2003	Fall	January	Washington	Pierce	Graham, WA	Rainy and Dark	27	7665032	4.0	True	TRUE	40.7%	5001-10000	2.0	City	8.2	350,401
Report	Class B	2007	Summer	September	Washington	Pierce	It was pyramid creek Mt. Rainier	mid afternoon, brilliant blue skies, very few clouds, very warm out.	30	7665032	1.0	False	TRUE	40.7%	5001-10000	1.0	City	5.2	386,920
Report	Class A	2006	Spring	October	Washington	Pierce	Fairfax	4PM in the afternoon. Nice spring day in the foothills of lovely Mt. Rainier. Sunshine, with blue sky mostly.	23	7217400	3.0	True	TRUE	40.7%	5001-10000	1.0	City	5.5	373,953
Report	Class A	2001	Spring	April	Washington	Pierce	McKenna	It was around 1:30 in the afternoon and was really warm and sunny out. The tempature was in the low 70's	28	7217400	1.0	False	TRUE	40.7%	5001-10000	0.0	City	6.5	340,339
Report	Class A	2000	Fall	October	Washington	Pierce	Graham, WA	Dark and clear, with lights from scattered homes and some pole lights.	23	7275528	2.0	False	TRUE	40.7%	5001-10000	1.0	City	5.4	344,926
Report	Class B	2000	Summer	September	Washington	Pierce	Roy	Early morning, before sunrise.	22	7275528	0.0	False	TRUE	40.7%	5001-10000	1.0	City	5.4	344,926
Report	Class B	2000	Winter	March	Washington	Pierce	Roy	6-8 pm. Getting dark. Temperature was around 48 F. Broken clouds. Once in a while a quarter moon would peak through and light up the environment a little as it got dark.	13	7275528	1.0	False	TRUE	40.7%	5001-10000	1.0	City	5.4	344,926
Report	Class B	1999	Summer	September	Washington	Pierce	Gig Harbor		18	7304262	0.0	False	TRUE	40.7%	5001-10000	0.0			
Report	Class B	2006	Spring	November	Washington	Pierce	greenwater	mid afternoon on a sunny day	15	7304262	2.0	False	TRUE	40.7%	5001-10000	1.0	City	5.5	373,953
Report	Class A	2004	Summer	May	Washington	Pierce	Orting	Evening	31		0.0	False	TRUE	40.7%	5001-10000	0.0	City	7.3	359,400
Report	Class A	1998	Fall	June	Washington	Pierce			30	7769116	1.0	False	TRUE	40.7%	5001-10000	0.0			
Report	Class B	2016	Summer	January	Washington	Pierce	Ft. Lewis Washington	Some time during the dark of night under moon light. Weather was good as far as I remember.	7	7769116	0.0	False	TRUE	40.7%	5001-10000	1.0	City	5.9	404,970
Report	Class A	1999	Unknown	June	Washington	Pierce	Kapowsin		25	6880358	0.0	False	TRUE	40.7%	5001-10000	0.0			
Report	Class B	1999	Winter	March	Washington	Pierce	Gig Harbor		4	6880358	4.0	True	TRUE	40.7%	5001-10000	0.0			
Report	Class A	1997	Summer	May	Washington	Pierce	Greenwater	Clear evening. About 9:00pm and 3:00am.	28	7610952	1.0	False	TRUE	40.7%	5001-10000	1.0			
Report	Class A	2001	Spring	November	Washington	Pierce	Enumclaw (Greenwater area)	Dry and clear.	29	7610952	0.0	False	TRUE	40.7%	5001-10000	0.0	City	6.5	340,339
Report	Class A	2008	Fall	January	Washington	Pierce	Packwood	Time of day was 11:30pm, Weather was clear	28	7423179	1.0	False	TRUE	40.7%	5001-10000	3.0	City	5.9	394,313
Report	Class B	2011	Spring	July	Washington	Pierce	Steilacoom Washington	This happened around 10 pm and it was dark and drizzling.	15	6436086	0.0	False	TRUE	40.7%	5001-10000	0.0	City	9.1	382,903
Report	Class A	2001	Winter	November	Washington	Pierce	elbe		19		2.0	False	TRUE	40.7%	5001-10000	0.0	City	6.5	340,339
Report	Class A	1997	Spring	June	Washington	Pierce	Elbe		29	7256946	1.0	False	TRUE	40.7%	5001-10000	1.0			
Report	Class A	2011	Summer	March	Washington	Pierce	meckenna	morn and afternoon	26	6754320	1.0	False	TRUE	40.7%	5001-10000	0.0	City	9.1	382,903
Report	Class A	2008	Summer	April	Washington	Pierce	Ashford	A little after midnight	16	6406754	6.0	True	TRUE	40.7%	5001-10000	3.0	City	5.9	394,313
Report	Class A	2012	Fall	January	Washington	Pierce	Dupont and Fort Lewis, Wa	It would've been apporoxmately 30-45 minutes before sundown. It was medium light (twilight),with long shadows and objects in the road were easily visible without aid of headlights. There were large pine trees on both sides of the road and the forest was mildly dense next to the road. It was dry and warm at the time this occurred.	30	6277427	2.0	False	TRUE	40.7%	5001-10000	1.0	City	8.5	385,098
Report	Class B	2008	Summer	July	Washington	Pierce	Puyallup	Around 11 pm. Clear skies and a nearly full moon. Tree cover obscured some of that light.	31	5564265	1.0	False	TRUE	40.7%	5001-10000	3.0	City	5.9	394,313
Report	Class A	2006	Spring	January	Washington	Pierce	Puyallup	It was right after school about 3:45 p.m. Lighting was bright and it was a clear day.	25	5564265	0.0	False	TRUE	40.7%	5001-10000	1.0	City	5.5	373,953
Report	Class A	2002	Summer	June	Washington	Pierce	Greenwater	Mid-afternoon(between two and four, probably).Overcast (I believe it rained later).	3	5628016	6.0	True	TRUE	40.7%	5001-10000	0.0	City	7.9	346,286
